,id,retweet_count,favorite_count
135,866334964761202691,15546,54720
136,866094527597207552,8952,0
137,865718153858494464,6008,26640
138,865359393868664832,5384,27530
139,865006731092295680,8209,29063
140,864873206498414592,9361,33651
141,864279568663928832,3266,15195
142,864197398364647424,9616,31459
143,863907417377173506,4441,21477
144,863553081350529029,4489,15935
145,863471782782697472,2687,0
146,863432100342583297,5664,24829
147,863427515083354112,105,2363
148,863079547188785154,1195,9094
149,863062471531167744,2687,8945
150,862831371563274240,5457,20011
151,862722525377298433,3809,17779
152,862457590147678208,5388,21492
153,862096992088072192,21840,66437
154,861769973181624320,37911,0
155,861383897657036800,11528,37744
156,861288531465048066,4479,18032
157,861005113778896900,4119,17538
158,860981674716409858,2334,0
159,860924035999428608,882,0
160,860563773140209665,2334,7878
161,860524505164394496,5698,24678
162,860276583193509888,3745,19154
163,860184849394610176,6295,17474
164,860177593139703809,33421,0
165,859924526012018688,4349,20021
166,859851578198683649,3780,16105
167,859607811541651456,1704,19476
168,859196978902773760,25661,75193
169,859074603037188101,14740,35553
170,858860390427611136,8805,0
171,858843525470990336,3771,16304
172,858471635011153920,5271,22640
173,858107933456039936,3154,16524
174,857989990357356544,2812,16952
175,857746408056729600,11524,36021
176,857393404942143489,1785,6236
177,857263160327368704,4934,21041
178,857214891891077121,20,242
179,857062103051644929,183,0
180,857029823797047296,4364,19910
181,856602993587888130,11633,0
182,856543823941562368,3131,17135
183,856526610513747968,2068,12446
184,856330835276025856,731,0
185,856288084350160898,17,545
186,856282028240666624,6841,29086
187,855862651834028034,27,320
188,855860136149123072,1058,4407
189,855857698524602368,2313,12498
190,855851453814013952,19196,47844
191,855818117272018944,5943,28056
192,855459453768019968,8987,31657
193,855245323840757760,6568,0
194,855138241867124737,50,0
195,854732716440526848,6690,24188
196,854482394044301312,7608,31131
197,854365224396361728,5159,20046
198,854120357044912130,8285,33911
199,854010172552949760,3433,17169
200,853760880890318849,6403,30414
201,853639147608842240,11265,37198
202,853299958564483072,3928,16508
203,852936405516943360,2243,0
204,852912242202992640,2037,9658
205,852672615818899456,2388,15939
206,852553447878664193,3885,17492
207,852311364735569921,10961,35325
208,852226086759018497,7570,21378
209,852189679701164033,1741,12217
210,851953902622658560,10706,0
211,851861385021730816,23,0
212,851591660324737024,3819,17300
213,851464819735769094,7855,25944
214,851224888060895234,6350,22090
215,850753642995093505,10352,33348
216,850380195714523136,2915,13994
217,850333567704068097,367,3647
218,850145622816686080,4244,17519
219,850019790995546112,5459,21944
220,849776966551130114,8404,32390
221,849668094696017920,5513,0
222,849412302885593088,3487,17039
223,849336543269576704,2101,12240
224,849051919805034497,7396,32617
225,848690551926992896,4826,27104
226,848324959059550208,4037,20229
227,848213670039564288,832,8834
228,848212111729840128,3444,17618
229,847978865427394560,3652,0
230,847971574464610304,482,0
231,847962785489326080,5730,25296
232,847842811428974592,1522,5935
233,847617282490613760,468,7558
234,847606175596138505,3774,20208
235,847251039262605312,4800,22036
236,847157206088847362,6572,21588
237,847116187444137987,3583,23108
238,846874817362120707,4404,21685
239,846514051647705089,13076,48410
240,846505985330044928,3492,15304
241,846153765933735936,10226,34394
242,846139713627017216,10972,33188
243,846042936437604353,3224,17256
244,845812042753855489,9894,31737
245,845677943972139009,5365,27154
246,845459076796616705,15071,0
247,845397057150107648,2072,8241
248,845306882940190720,6039,25225
249,845098359547420673,8640,0
250,844979544864018432,2909,14738
251,844973813909606400,3617,16361
252,844704788403113984,11633,42022
253,844580511645339650,3533,17871
254,844223788422217728,2450,14753
255,843981021012017153,3285,16327
256,843856843873095681,5220,23211
257,843604394117681152,3081,18310
258,843235543001513987,6852,23315
259,842892208864923648,56625,0
260,842846295480000512,4023,16440
261,842765311967449089,1439,7321
262,842535590457499648,3937,19637
263,842163532590374912,6568,26569
264,842115215311396866,3386,15204
265,841833993020538882,17504,0
266,841680585030541313,8748,27854
267,841439858740625411,4168,13755
268,841320156043304961,6080,21402
269,841314665196081154,5312,17305
270,841077006473256960,5991,24926
271,840761248237133825,1972,0
272,840728873075638272,18285,0
273,840698636975636481,3,197
274,840696689258311684,1116,13377
275,840632337062862849,1972,9761
276,840370681858686976,5146,17918
277,840268004936019968,6497,20950
278,839990271299457024,2597,14640
279,839549326359670784,8805,29957
280,839290600511926273,158,0
281,839239871831150596,7422,29684
282,838952994649550848,4505,21289
283,838921590096166913,2357,12183
284,838916489579200512,38,0
285,838831947270979586,12643,0
286,838561493054533637,1504,11892
287,838476387338051585,5484,24664
288,838201503651401729,11525,0
289,838150277551247360,370,1824
290,838085839343206401,0,150
291,838083903487373313,3582,19183
292,837820167694528512,8952,37277
293,837482249356513284,495,4204
294,837471256429613056,2631,13967
295,837366284874571778,6005,23074
296,837110210464448512,2731,17480
297,837012587749474308,88,0
298,836989968035819520,2610,13879
299,836753516572119041,5237,21029
300,836677758902222849,2522,13782
301,836648853927522308,626,0
302,836397794269200385,31314,0
303,836380477523124226,3337,16037
304,836260088725786625,4850,23177
305,836001077879255040,4935,20924
306,835685285446955009,9327,0
307,835574547218894849,4121,19447
308,835536468978302976,1939,0
309,835309094223372289,24013,0
310,835297930240217089,3381,17847
311,835264098648616962,1939,8503
312,835246439529840640,83,2259
313,835172783151792128,6516,28552
314,835152434251116546,3443,24574
315,834931633769889797,1878,11838
316,834786237630337024,6159,22943
317,834574053763584002,2882,14993
318,834477809192075265,12224,0
319,834458053273591808,1899,10512
320,834209720923721728,5476,22594
321,834167344700198914,4130,17194
322,834089966724603904,2427,10971
323,834086379323871233,2512,14296
324,833863086058651648,2729,14661
325,833826103416520705,3904,16728
326,833732339549220864,251,0
327,833722901757046785,3636,22585
328,833479644947025920,2357,16258
329,833124694597443584,5513,22133
330,832998151111966721,2522,14549
331,832769181346996225,43,0
332,832757312314028032,4127,18423
333,832682457690300417,3368,13017
334,832645525019123713,594,3195
335,832636094638288896,3220,17379
336,832397543355072512,2548,13126
337,832369877331693569,3652,18792
338,832273440279240704,2673,12385
339,832215909146226688,7069,0
340,832215726631055365,10723,0
341,832088576586297345,3,72
342,832040443403784192,11131,0
343,832032802820481025,4746,13887
344,831939777352105988,7031,26404
345,831926988323639298,39,369
346,831911600680497154,7458,30380
347,831670449226514432,2059,11469
348,831650051525054464,2243,7908
349,831552930092285952,2632,9872
350,831322785565769729,1744,10042
351,831315979191906304,1264,7117
352,831309418084069378,2786,12819
353,831262627380748289,2350,13066
354,830956169170665475,1735,8735
355,830583320585068544,19297,73397
356,830173239259324417,6554,0
357,830097400375152640,3455,10804
358,829878982036299777,5757,0
359,829861396166877184,2243,13441
360,829501995190984704,12224,34913
361,829449946868879360,2329,11519
362,829374341691346946,10706,38074
363,829141528400556032,8530,26952
364,829011960981237760,18627,58302
365,828801551087042563,3901,0
366,828770345708580865,6746,28085
367,828708714936930305,12882,40241
368,828650029636317184,1544,10467
369,828409743546925057,1305,6898
370,828408677031882754,1477,8398
371,828381636999917570,2554,13864
372,828376505180889089,1216,8112
373,828372645993398273,3344,13756
374,828361771580813312,195,2408
375,828046555563323392,3260,12923
376,828011680017821696,2451,11411
377,827933404142436356,5987,22180
378,827653905312006145,3433,16983
379,827600520311402496,1082,8143
380,827324948884643840,3510,17523
381,827228250799742977,13517,0
382,827199976799354881,2579,11659
383,826958653328592898,5757,23767
384,826848821049180160,11878,40325
385,826615380357632002,4521,0
386,826598799820865537,292,5637
387,826598365270007810,2709,11117
388,826476773533745153,4821,20275
389,826240494070030336,2965,14614
390,826204788643753985,1075,5361
391,826115272272650244,3599,17299
392,825876512159186944,2146,11525
393,825829644528148480,2848,14025
394,825535076884762624,19669,56413
395,825147591692263424,5244,20181
396,825120256414846976,1483,0
397,825026590719483904,1483,7020
398,824796380199809024,6288,0
399,824775126675836928,4069,16508
400,824663926340194305,1993,11113
401,824325613288833024,11848,12999
402,824297048279236611,4463,16625
403,824025158776213504,679,5255
404,823939628516474880,3123,11755
405,823719002937630720,12953,0
406,823699002998870016,2772,13826
407,823581115634085888,3031,14376
408,823333489516937216,31,777
409,823322678127919110,4637,17437
410,823269594223824897,11421,0
411,822975315408461824,3958,19139
412,822872901745569793,48265,132810
413,822859134160621569,2622,14576
414,822647212903690241,7390,0
415,822610361945911296,3423,16327
416,822489057087389700,7390,20083
417,822462944365645825,17209,31800
418,822244816520155136,11421,38832
419,822163064745328640,5571,0
420,821886076407029760,2692,12582
421,821813639212650496,3839,0
422,821765923262631936,1899,9317
423,821522889702862852,2030,8871
424,821421320206483457,6470,0
425,821407182352777218,5053,13075
426,821153421864615936,10,280
427,821149554670182400,2320,9718
428,821107785811234820,2487,10645
429,821044531881721856,2636,14021
430,820837357901512704,7733,0
431,820749716845686786,11525,34984
432,820690176645140481,3716,13518
433,820494788566847489,648,0
434,820446719150292993,2980,0
435,820314633777061888,648,3706
436,820078625395449857,7246,21979
437,820013781606658049,1369,0
438,819952236453363712,1369,5927
439,819924195358416896,5607,14305
440,819711362133872643,3604,14916
441,819588359383371776,2271,10606
442,819347104292290561,1383,8008
443,819238181065359361,462,2550
444,819227688460238848,7733,25652
445,819015337530290176,42228,0
446,819015331746349057,21794,0
447,819006400881917954,21794,49960
448,819004803107983360,42228,95450
449,818646164899774465,24069,0
450,818627210458333184,8564,24597
451,818614493328580609,2982,10971
452,818588835076603904,7126,0
453,818536468981415936,2873,12127
454,818307523543449600,9366,0
455,818259473185828864,2621,12197
456,818145370475810820,3014,13671
457,817908911860748288,906,5356
458,817827839487737858,31314,57622
459,817777686764523521,3084,11901
460,817536400337801217,3505,13105
461,817502432452313088,3917,0
462,817423860136083457,17504,38260
463,817415592588222464,1131,6267
464,817181837579653120,9907,0
465,817171292965273600,2326,9690
466,817120970343411712,3011,13367
467,817056546584727552,1927,9517
468,816829038950027264,5496,0
469,816816676327063552,2361,11071
470,816697700272001025,2545,10905
471,816450570814898180,9366,33961
472,816336735214911488,2269,9564
473,816091915477250048,2500,9927
474,816062466425819140,1207,0
475,816014286006976512,6154,0
476,815990720817401858,1207,5545
477,815966073409433600,9907,25057
478,815745968457060357,4797,0
479,815736392542261248,2625,10937
480,815639385530101762,1918,9161
481,815390420867969024,4407,11467
482,814986499976527872,1505,8485
483,814638523311648768,3130,12511
484,814578408554463233,6750,0
485,814530161257443328,2156,9629
486,814153002265309185,10080,32000
487,813944609378369540,3732,0
488,813910438903693312,2194,10342
489,813812741911748608,16267,40402
490,813800681631023104,2060,9300
491,813217897535406080,8476,20783
492,813202720496779264,2090,10192
493,813187593374461952,5096,22085
494,813172488309972993,2236,10384
495,813157409116065792,2557,8588
496,813142292504645637,2728,9361
497,813130366689148928,513,4968
498,813127251579564032,3652,13242
499,813112105746448384,3225,11515
500,813096984823349248,4207,11694
501,813081950185472002,3220,10989
502,813066809284972545,2276,8865
503,813051746834595840,8503,23337
504,812781120811126785,2191,8380
505,812747805718642688,8067,0
506,812709060537683968,1665,7373
507,812503143955202048,1424,6787
508,812466873996607488,2231,8900
509,812372279581671427,4252,15224
510,811985624773361665,1647,8102
511,811744202451197953,1884,8429
512,811647686436880384,872,6215
513,811627233043480576,3650,14265
514,811386762094317568,7444,23302
515,810984652412424192,1655,5927
516,810896069567610880,2090,10093
517,810657578271330305,3057,12192
518,810284430598270976,13369,39640
519,810254108431155201,3901,16380
520,809920764300447744,4521,17250
521,809808892968534016,5711,0
522,809448704142938112,1696,7727
523,809220051211603969,6554,22246
524,809084759137812480,4046,14685
525,808838249661788160,3536,11271
526,808733504066486276,2509,8784
527,808501579447930884,3007,12595
528,808344865868283904,24069,47281
529,808134635716833280,6961,0
530,808106460588765185,2525,9701
531,808001312164028416,4098,14015
532,807621403335917568,4288,16236
533,807106840509214720,56625,107015
534,807059379405148160,8521,0
535,807010152071229440,4418,14514
536,806629075125202948,37911,75639
537,806620845233815552,6426,0
538,806576416489959424,2230,5370
539,806542213899489280,2752,11363
540,806242860592926720,13616,0
541,806219024703037440,1388,7145
542,805958939288408065,6238,0
543,805932879469572096,2209,9178
544,805826884734976000,2132,7335
545,805823200554876929,9374,0
546,805520635690676224,1905,6368
547,805487436403003392,2929,9773
548,805207613751304193,1972,8680
549,804738756058218496,4480,15326
550,804475857670639616,2355,6886
551,804413760345620481,3712,0
552,804026241225523202,18876,49774
553,803773340896923648,3220,11203
554,803692223237865472,8689,0
555,803638050916102144,4828,12270
556,803380650405482500,2169,8601
557,803321560782307329,6221,0
558,803276597545603072,2887,11207
559,802952499103731712,2336,10085
560,802624713319034886,3403,0
561,802600418706604034,1714,7938
562,802572683846291456,2926,9959
563,802323869084381190,6808,18124
564,802265048156610565,1573,7039
565,802247111496568832,5247,0
566,802239329049477120,3040,10132
567,802185808107208704,314,0
568,801958328846974976,1992,8608
569,801854953262350336,275,1958
570,801538201127157760,2391,9141
571,801285448605831168,960,6802
572,801167903437357056,6961,27386
573,801127390143516673,4627,0
574,801115127852503040,2429,8992
575,800859414831898624,113,778
576,800855607700029440,1889,0
577,800751577355128832,3214,11701
578,800513324630806528,3495,14685
579,800459316964663297,2489,10538
580,800443802682937345,5068,0
581,800388270626521089,3265,12456
582,800188575492947969,4581,0
583,800141422401830912,2980,17092
584,800018252395122689,15351,31768
585,799774291445383169,5488,0
586,799757965289017345,2506,9390
587,799422933579902976,2213,8965
588,799308762079035393,6478,0
589,799297110730567681,3227,11065
590,799063482566066176,2863,9058
591,798933969379225600,5203,14712
592,798925684722855936,1663,8246
593,798705661114773508,7724,0
594,798701998996647937,9126,0
595,798697898615730177,7602,0
596,798694562394996736,5812,0
597,798686750113755136,2702,0
598,798682547630837760,5515,0
599,798673117451325440,6485,0
600,798665375516884993,4519,0
601,798644042770751489,2153,0
602,798628517273620480,2272,0
603,798585098161549313,6618,0
604,798576900688019456,6871,0
605,798340744599797760,3924,0
606,798209839306514432,2954,11548
607,797971864723324932,3652,13018
608,797545162159308800,5656,16198
609,797236660651966464,7726,22328
610,797165961484890113,32,256
611,796904159865868288,10411,0
612,796865951799083009,2198,8564
613,796759840936919040,3562,13256
614,796563435802726400,8536,0
615,796484825502875648,2042,8472
616,796387464403357696,4861,12334
617,796177847564038144,16628,0
618,796149749086875649,16628,36177
619,796125600683540480,2079,5511
620,796116448414461957,2813,10139
621,796080075804475393,2703,9469
622,796031486298386433,4284,12071
623,795464331001561088,27728,55683
624,795400264262053889,3323,11270
625,795076730285391872,6288,18139
626,794983741416415232,3942,0
627,794926597468000259,2697,11492
628,794355576146903043,12014,0
629,794332329137291264,3088,10686
630,794205286408003585,3895,10314
631,793962221541933056,5711,18910
632,793845145112371200,2187,10295
633,793614319594401792,3661,0
634,793601777308463104,1908,8926
635,793500921481273345,2786,11953
636,793286476301799424,10723,27597
637,793271401113350145,2763,9677
638,793256262322548741,9714,22350
639,793241302385262592,3812,11780
640,793226087023144960,3338,11001
641,793210959003287553,3301,9997
642,793195938047070209,6547,17063
643,793180763617361921,2310,7740
644,793165685325201412,3238,10478
645,793150605191548928,1984,6909
646,793135492858580992,2893,7214
647,793120401413079041,4551,14202
648,792913359805018113,4715,16063
649,792883833364439040,4964,12666
650,792773781206999040,1963,8209
651,792394556390137856,4998,15128
652,792050063153438720,2088,8029
653,791821351946420224,24514,0
654,791784077045166082,11271,0
655,791780927877898241,4432,0
656,791774931465953280,21156,37818
657,791672322847637504,3661,13129
658,791406955684368384,4797,14670
659,791312159183634433,2963,9841
660,791026214425268224,4858,0
661,790987426131050500,2483,11089
662,790946055508652032,5496,18601
663,790723298204217344,2704,0
664,790698755171364864,2203,9158
665,790581949425475584,8183,22473
666,790337589677002753,2167,8740
667,790277117346975746,3732,14081
668,790227638568808452,4190,0
669,789986466051088384,2704,10369
670,789960241177853952,4839,0
671,789903600034189313,4858,11673
672,789628658055020548,2080,8448
673,789599242079838210,2279,7620
674,789530877013393408,3942,13188
675,789314372632018944,2666,9615
676,789280767834746880,5747,0
677,789268448748703744,3014,10196
678,789137962068021249,3244,10875
679,788908386943430656,14409,30653
680,788765914992902144,12014,30658
681,788552643979468800,8407,0
682,788412144018661376,5990,16060
683,788178268662984705,2488,8100
684,788150585577050112,1510,6865
685,788070120937619456,3952,0
686,788039637453406209,1535,6867
687,787810552592695296,3540,9717
688,787717603741622272,3240,11416
689,787397959788929025,3300,12120
690,787322443945877504,2032,8726
691,787111942498508800,7798,0
692,786963064373534720,9327,29725
693,786729988674449408,2827,0
694,786709082849828864,7069,20296
695,786664955043049472,2996,11957
696,786595970293370880,3601,10497
697,786363235746385920,4072,12189
698,786286427768250368,3352,8930
699,786233965241827333,5571,17178
700,786051337297522688,179,1614
701,786036967502913536,8237,0
702,785927819176054784,3652,12696
703,785872687017132033,2130,7489
704,785639753186217984,2561,8735
705,785533386513321988,2334,10183
706,785515384317313025,1477,6800
707,785264754247995392,1911,8128
708,785170936622350336,5639,13491
709,784826020293709826,3712,11310
710,784517518371221505,2970,10039
711,784431430411685888,1491,6329
712,784183165795655680,9374,22513
713,784057939640352768,12953,33505
714,783839966405230592,12643,33689
715,783821107061198850,2269,8209
716,783695101801398276,3737,11650
717,783466772167098368,2608,9468
718,783391753726550016,6441,18908
719,783347506784731136,6533,0
720,783334639985389568,13616,32651
721,783085703974514689,2565,9112
722,782969140009107456,8521,26949
723,782747134529531904,1604,8310
724,782722598790725632,6238,19250
725,782598640137187329,2184,8694
726,782305867769217024,6470,18630
727,782021823840026624,7236,0
728,781955203444699136,3920,12357
729,781661882474196992,3129,11634
730,781655249211752448,1314,4466
731,781524693396357120,6426,23163
732,781308096455073793,2961,7973
733,781251288990355457,2458,9428
734,781163403222056960,3168,10895
735,780931614150983680,8536,24192
736,780858289093574656,2328,8033
737,780800785462489090,1505,6141
738,780601303617732608,3839,13525
739,780543529827336192,2032,7040
740,780496263422808064,4319,0
741,780476555013349377,136,0
742,780459368902959104,1224,5892
743,780192070812196864,2589,9712
744,780092040432480260,2655,0
745,780074436359819264,5815,13723
746,779834332596887552,8237,21252
747,779377524342161408,3613,9831
748,779124354206535695,21324,0
749,779123168116150273,4207,13206
750,779056095788752897,5247,16500
751,778990705243029504,8437,22342
752,778774459159379968,11550,0
753,778764940568104960,426,955
754,778748913645780993,1562,7717
755,778650543019483137,1729,6430
756,778624900596654080,1176,5177
757,778408200802557953,5023,15135
758,778396591732486144,14198,0
759,778383385161035776,1271,6515
760,778286810187399168,3836,11576
761,778039087836069888,3065,9417
762,778027034220126208,1885,7320
763,777953400541634568,4080,0
764,777885040357281792,1893,7078
765,777684233540206592,3403,12518
766,777641927919427584,4947,0
767,777621514455814149,2910,9742
768,777189768882946048,4999,15921
769,776819012571455488,15839,0
770,776813020089548800,1405,5444
771,776477788987613185,3249,9858
772,776249906839351296,10673,0
773,776218204058357768,18497,33345
774,776201521193218049,2919,10681
775,776113305656188928,5068,13102
776,776088319444877312,179,2045
777,775898661951791106,17621,0
778,775842724423557120,3116,13022
779,775733305207554048,4627,15413
780,775729183532220416,5302,14361
781,775364825476165632,3472,8295
782,775350846108426240,4532,11309
783,775096608509886464,9220,0
784,775085132600442880,5488,17281
785,774757898236878852,2035,9462
786,774639387460112384,2013,7508
787,774314403806253056,6478,24167
788,773985732834758656,4492,11925
789,773922284943896577,1999,7110
790,773704687002451968,1891,7317
791,773670353721753600,1501,5935
792,773547596996571136,7126,24553
793,773336787167145985,5912,0
794,773308824254029826,8640,25846
795,773247561583001600,3699,10414
796,773191612633579521,4736,11117
797,772877495989305348,4501,9555
798,772826264096874500,2669,8842
799,772615324260794368,3914,0
800,772581559778025472,1968,7192
801,772193107915964416,1612,6665
802,772152991789019136,1300,4181
803,772117678702071809,848,4165
804,772114945936949249,546,3005
805,772102971039580160,1065,4448
806,771908950375665664,2181,7298
807,771770456517009408,3924,13356
808,771500966810099713,3018,9167
809,771380798096281600,5912,11746
810,771171053431250945,8705,0
811,771136648247640064,3357,10223
812,771102124360998913,1663,6898
813,771014301343748096,1782,7032
814,770787852854652928,1415,5498
815,770772759874076672,1626,5749
816,770743923962707968,52360,0
817,770655142660169732,2013,8130
818,770414278348247044,2390,6987
819,770293558247038976,1718,6923
820,770093767776997377,3520,0
821,770069151037685760,2651,8385
822,769940425801170949,11131,34948
823,769695466921623552,1926,7101
824,769335591808995329,8830,0
825,769212283578875904,1969,5980
826,768970937022709760,7574,16017
827,768909767477751808,3129,0
828,768855141948723200,1034,4660
829,768609597686943744,1382,4580
830,768596291618299904,1473,5592
831,768554158521745409,6719,0
832,768473857036525572,3958,15110
833,768193404517830656,4080,12157
834,767884188863397888,1634,5309
835,767754930266464257,6221,17814
836,767500508068192258,2688,8295
837,767191397493538821,4406,13643
838,767122157629476866,3261,11227
839,766864461642756096,6521,0
840,766793450729734144,1565,5650
841,766714921925144576,438,2872
842,766693177336135680,918,4484
843,766423258543644672,1825,6671
844,766313316352462849,2166,7493
845,766078092750233600,2970,0
846,766069199026450432,1003,4765
847,766008592277377025,571,4149
848,765719909049503744,2475,8021
849,765669560888528897,1407,5760
850,765395769549590528,3127,20539
851,765371061932261376,2475,7842
852,765222098633691136,3914,12902
853,764857477905154048,2029,7099
854,764259802650378240,1745,6718
855,763956972077010945,61,812
856,763837565564780549,4858,14041
857,763183847194451968,1702,6004
858,763167063695355904,3484,0
859,763103485927849985,2602,8163
860,762699858130116608,4190,13518
861,762471784394268675,7612,12571
862,762464539388485633,4839,11503
863,762316489655476224,1298,5350
864,762035686371364864,17919,35400
865,761976711479193600,2310,5992
866,761750502866649088,4535,0
867,761745352076779520,979,4707
868,761672994376806400,33421,55016
869,761599872357261312,1336,4578
870,761371037149827077,20500,0
871,761334018830917632,1669,5792
872,761292947749015552,1265,4957
873,761227390836215808,1775,5908
874,761004547850530816,3952,12482
875,760893934457552897,1104,4228
876,760656994973933572,2210,7343
877,760641137271070720,1481,5485
878,760539183865880579,4168,8399
879,760521673607086080,1608,4681
880,760290219849637889,13140,29618
881,760252756032651264,995,4338
882,760190180481531904,2079,6334
883,760153949710192640,38,0
884,759943073749200896,2382,6581
885,759923798737051648,6521,16284
886,759846353224826880,2265,7433
887,759793422261743616,2173,6620
888,759566828574212096,24319,0
889,759557299618865152,1341,5202
890,759447681597108224,2827,9418
891,759446261539934208,561,1846
892,759197388317847553,2221,6725
893,759159934323924993,1359,0
894,759099523532779520,4813,16101
895,759047813560868866,2302,7227
896,758854675097526272,1027,3904
897,758828659922702336,4376,12376
898,758740312047005698,1824,6339
899,758474966123810816,1132,4227
900,758467244762497024,2539,5316
901,758405701903519748,2204,5756
902,758355060040593408,1245,3797
903,758099635764359168,11550,21302
904,758041019896193024,433,3001
905,757741869644341248,3710,7613
906,757729163776290825,9299,0
907,757725642876129280,1391,5022
908,757611664640446465,1272,5026
909,757597904299253760,336,0
910,757596066325864448,1219,4808
911,757400162377592832,7759,16743
912,757393109802180609,2009,6462
913,757354760399941633,1637,4995
914,756998049151549440,2271,6923
915,756939218950160384,2295,7342
916,756651752796094464,1511,5612
917,756526248105566208,4169,11506
918,756303284449767430,1231,4359
919,756288534030475264,15071,28519
920,756275833623502848,1738,7114
921,755955933503782912,3285,8092
922,755206590534418437,6148,18212
923,755110668769038337,12621,23446
924,754874841593970688,9193,0
925,754856583969079297,2870,7616
926,754747087846248448,591,2854
927,754482103782404096,2220,5852
928,754449512966619136,846,4147
929,754120377874386944,2670,8655
930,754011816964026368,4079,9726
931,753655901052166144,2492,6458
932,753420520834629632,4071,8731
933,753398408988139520,2186,6384
934,753375668877008896,2655,8411
935,753298634498793472,6620,0
936,753294487569522689,1191,3758
937,753039830821511168,24013,41080
938,753026973505581056,1109,4283
939,752932432744185856,7798,13970
940,752917284578922496,1790,7592
941,752701944171524096,3291,0
942,752682090207055872,1846,6642
943,752660715232722944,1794,4878
944,752568224206688256,2605,6140
945,752519690950500352,3917,8157
946,752334515931054080,1263,4238
947,752309394570878976,18963,0
